intent,text
offensive,dats why u can not pass up on bitches cuz dey ah make it seems like u sweating demMan U knw dat man couldve fuck u
neither,dblite works like a charm in OpenWrt Arduino Yun with full test coverage The gyp version would rarely made in there URL
offensive,deadass wanted the sauce till shit got real then niggas wanna back up ooh iight then smh pussy
offensive,deal with you bitches when I feel like it
offensive,dealing with your bitch ass is so annoying
offensive,deans crying because she needs to pee peter keeps saying nigger
offensive,dear michele bachman shut the fuck up you crazy bitch
offensive,dear spoiled suburban bitch
hate speech,dem niggas ca have them white hoes I love my beautiful black sistas
offensive,des hoes wishy washy
offensive,dey selling liquor drinks in dis bitch too
offensive,did this bitch really awake me from my slumber to help pick out her avatar tho
neither,diet coke trash
offensive,digging a hole is very satisfying its climbing out thats a bitch
neither,directions let bird chill in sink for minutesme ok URL
offensive,dis Morgan hoe in da middle of erything
offensive,dislike people who bitch about other people being in relationships dislike people who bitch about people being single
offensive,do bitches still love sosa lmfaoooooooooooo
offensive,do these bitches that tweet about taking adderall everyday think their hard or nah
offensive,do they even make dresses any more that have straps cover your ass Some of us have no tits a big ass I will settle for a trash bag
hate speech,do you think all the rice fags are at McDonalds
neither,dodgerofzion asked A giant green rooster walks in carrying a tray of brownies You may have a brownie in URL
offensive,do not be on that ho shit
offensive,do not be surprised when I am a bitch to you because you are always a dick towards me
offensive,do not bitch about my attitude because you are the reason I have one
offensive,do not even entertain these hoes got somebody too important
offensive,do not follow me and unfollow me you are retarded
offensive,do not get it twisted its my shit Bow down bitches
offensive,do not give ah fuck about ah bitch or ah nigga
offensive,do not look at me like I have got a banana in my hand you fucking monkey
offensive,do not try to be nice to me after you were being a bitch
offensive,done everything but trust these hoes
offensive,done with all the riff raff bitchin with your bitch assss
offensive,donkey son of a bitch mother fucker
offensive,dont acknowledge these hoes
offensive,dont call me a nigguh unless u call me my nigguh
neither,dont make direct eye contact with anythingbirds cats nothing lol RT I am going out west to bu URL
offensive,dont trust a hoe never trust a hoe
offensive,dope in the bag pretty bitch on the side
offensive,dope in the bag pretty bitch on the side I sell dope in the backif you tryna get high ty
offensive,drake needs to make up his mind Be a rapper or a bitch haha
offensive,draymond green a bitch ass nigga bruh
offensive,drop it a day early fuck niggas need to hear it now ED1 was so hard but thats trash compared to ED2
hate speech,dumb ugly stupid bullshit ass bitch
offensive,eagles are fucking cunts URL
neither,egg nog taste like what bird doodoo look like
neither,eggnog trash
neither,eharmony just informed me that my soulmate is an Sea Doo with a trash bag of Whataburger taquitos bungeed on top Thx Dr Neil Warren
offensive,eli manning looks like a idiot when hes talking to the guys on the sideline with his hands up like retarded af
offensive,emers a bitch
offensive,errybody in dis bitch getting tips whispers errybody in dis bitch getting tipsy
neither,escort missions in games are universally trash
offensive,especially since Rick and Andrea are banging each other in the comics but the bitch died already
neither,even nature looks awesome when colored in 663399Becca URL
offensive,even tho i killed a pussy nigga i hope he go to heaven Young Thug
offensive,even though my baby is an invisible non existent bitch
offensive,every lady aint no hoe but every lady sure aint no queen
offensive,every time I ask for something the waitress touches my knee till I am done asking That mean she tryna give a nigga some pussy do not it
offensive,every time i say i do not like someone boxer rapper etc everyone bitches their fucking heads off as if it changes my opinion relax no
offensive,every time i try to quit smoking some dumb bitch always gotta be fucking annoying and try my patience lmfao
offensive,every time this bitch makes a status about guys she texts me like whatttt loll
offensive,everybody fuckin everybody bitch everybody wit the shits thats lifee
offensive,everybody gettin sick I feel like supa man in dis bitch
offensive,everybody stay yelling its pregant season nooooooooo bitch its my nigga dont wanna were a rubber pussy to good season tf
offensive,everybody talking bout hoes fighting I am lurking on some money
hate speech,everybodys favorite phrase to try and end an argument You do you and I do me lmao faggots
offensive,everyone report for being a huge faggot
offensive,everyone thinks of you as a hoe so idk why you are trying to talk
offensive,eww I hate how bitches dress sometimes
neither,f u tumblr bc my blog is black white but theres so many great colored things I could reblog fml
hate speech,faggot URL
offensive,faggot time HE CIRCLED THE BLOCK FOR HOURS
hate speech,faggots URL
offensive,fags god damn
hate speech,fat bitches fat bitches heeeey
hate speech,fat dykes make me want to vomit
offensive,fat white bitch an a skinny po black niggayeah im in Metairie fa sho
offensive,favoriting a bitch pic is flirting nowadays
offensive,feel like im at home when im in dis bitch
neither,feelin all warm and fuzzy inside
offensive,first thing to do during the zombie outbreak sell my hoe
offensive,first thing to do when i wake up sell my hoe
offensive,first thing to do when you meet a famous star sell my hoe
offensive,flappy bird makes me want to smash my fuckin screen
offensive,for the insecure girl ya name i will not mention on instagram straight flciking bitch you nipple slip away from stripping
offensive,foreign bad bitch n she said her name trinaaa trap house look like it got hit by hurricane katrinaaaa
offensive,foreign iphone imma call a goth hoe URL
offensive,french montana gotta give that kardashian bitch mil cuz of a divorce i will never marry none u bitches
offensive,from conversation at that These hoes be falling too easy
offensive,fuck ah bitch all I think about Is commas
offensive,fuck deeeez bitches
offensive,fuck her rite in the pussy
hate speech,fuck ray rice someone crack that bitch
offensive,fuck this fat mexican bitch
offensive,fuck twitter i aint getting on this bitch no more
offensive,fuck u bitch fuck u bitch URL
offensive,fuck your an bitch
offensive,fuckin twats URL
hate speech,fucking CHRIST i hate tutors and TAs you literally get paid to teach retards to stop picking their nose GET THE FUCK OUTTA MY FACE
